YStartTime,detectionTime,patternId,actionType,customerName,merchantId
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1779394537','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C896894357','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C500992269','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1814746822','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C986553990','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C417912401','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C41461366','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C647327489','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1506066038','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C324333692','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C126603077','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1307916597','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C652253057','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C2106115023','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C464042268','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C529768403','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1005495267','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C193297871','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1128965136','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1095821033','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C69317479','M1823072687'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C798889135','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C71938921','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C245908628','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C203163727','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C30374753','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1403689550','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1546864044','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C215334224','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1745468920','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C2114634161','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1130259702','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1900716037','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1480064437','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1731138845','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C917831365','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C662015024','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C188084843','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C809674942','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C255691679','M348934600'
2025-07-13 02:31:10.432879,2025-07-13 02:31:10.432879,PatId1,UPGRADE,'C1546278193','M348934600'
