YStartTime,detectionTime,patternId,actionType,customerName,merchantId
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1050458046','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C2112631749','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C711451919','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C16891369','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1681976106','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1275741147','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C35785606','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C798889135','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C257361511','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1147125608','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C203163727','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C107125195','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C2055156879','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1186894186','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId3,DEI-NEEDED,,M677738360
