YStartTime,detectionTime,patternId,actionType,customerName,merchantId
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1900716037','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1480064437','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1731138845','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C917831365','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C662015024','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C188084843','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C809674942','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C255691679','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1546278193','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1153569753','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C171977183','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C741680636','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1156346576','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1158875335','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C54876469','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1171622243','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1633477199','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1529207541','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C2058916086','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C307655955','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C347987512','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C278409847','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C819388154','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1791524453','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1819751403','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C790593937','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1298891864','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C803065678','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1158752013','M348934600'
2025-07-15 23:55:06.820347,2025-07-15 23:55:06.820347,PatId1,UPGRADE,'C1846578588','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C71938921','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1799527037','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C747353905','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C474891377','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1098443227','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1432312197','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C245908628','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1999090638','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1273110804','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1214229415','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1378412230','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1200227736','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1508025585','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1240209240','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1499019507','M348934600'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1872482068','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C1622587363','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C389281305','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C19820082','M1823072687'
2025-07-15 23:51:27,2025-07-15 23:51:27,PatId2,CHILD,'C923543549','M1823072687'
