YStartTime,detectionTime,patternId,actionType,customerName,merchantId
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C69317479','M1823072687'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C798889135','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C71938921','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C245908628','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C203163727','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C30374753','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1403689550','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1546864044','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C215334224','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1745468920','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C2114634161','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1130259702','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1900716037','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1480064437','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1731138845','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C917831365','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C662015024','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C188084843','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C809674942','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C255691679','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1546278193','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1153569753','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C171977183','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C741680636','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1156346576','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1158875335','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C54876469','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1171622243','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1633477199','M348934600'
2025-07-13 02:33:21.324566,2025-07-13 02:33:21.324566,PatId1,UPGRADE,'C1529207541','M348934600'
